x,y,z
25.843040466308594,97.45086669921875,75.53209686279297
63.45533752441406,2.5348823070526123,63.03522872924805
32.5602912902832,98.99227905273438,8.101709365844727
27.66199493408203,29.326337814331055,64.63682556152344
38.615116119384766,37.888092041015625,83.82408905029297
12.661282539367676,12.027247428894043,28.936655044555664
6.449568271636963,7.542349338531494,12.23378849029541
40.96772384643555,28.119035720825195,56.03814697265625
61.24187469482422,15.452386856079102,17.531789779663086
88.06494140625,79.82257843017578,43.53750991821289
23.745376586914062,40.747806549072266,40.532711029052734
60.65970230102539,61.529273986816406,92.93628692626953
36.770931243896484,22.814973831176758,88.13886260986328
-0.7954553365707397,76.50254821777344,31.720712661743164
74.26592254638672,13.12132740020752,74.53773498535156
76.7526626586914,91.13834381103516,97.13456726074219
87.48570251464844,41.296451568603516,33.14197540283203
24.981353759765625,62.13499450683594,23.612600326538086
94.35906982421875,7.430082321166992,89.9361343383789
6.796395301818848,98.71382904052734,38.017974853515625
74.48253631591797,21.10039710998535,52.54133605957031
47.048824310302734,92.54331970214844,94.43360137939453
74.55607604980469,77.83393096923828,90.63540649414062
62.44859313964844,98.44361877441406,100.73353576660156
19.452396392822266,0.33868342638015747,25.63450050354004
30.963253021240234,64.98162078857422,7.308961868286133
8.732955932617188,45.673065185546875,7.131644248962402
27.47261619567871,5.712843894958496,68.63922882080078
50.86438751220703,9.52328109741211,59.837379455566406
88.96531677246094,70.82209014892578,98.9375991821289
61.97044372558594,39.015594482421875,97.63875579833984
29.63631820678711,52.35969924926758,39.73028564453125
8.95163345336914,96.9396743774414,91.13430786132812
21.194942474365234,95.71585845947266,37.817474365234375
67.25718688964844,2.5325074195861816,84.73567199707031
37.886566162109375,18.995380401611328,17.4421443939209
78.76353454589844,65.724365234375,95.8371810913086
38.5177001953125,38.48458480834961,88.92488861083984
32.46445083618164,2.6232030391693115,60.53739547729492
23.84783363342285,87.2446060180664,78.73334503173828
40.3540153503418,77.43659210205078,98.93490600585938
87.60501861572266,95.50189971923828,14.920867919921875
86.65481567382812,93.03556060791016,82.53510284423828
